codec.type,codec.name,clustering.type,workflow.overall_rate,p_min_errors
YinYang,default,LSH,0.08,0.00017866501500786124
YinYang,default,LSH,0.09,0.0010225070445979525
YinYang,default,LSH,0.1,0.0025654793866714395
YinYang,default,LSH,0.11,0.006574614085721471
YinYang,default,LSH,0.12000000000000001,0.010911963059724163
YinYang,default,LSH,0.13,0.018937420939057967
YinYang,default,LSH,0.14000000000000004,0.031213000429357658
YinYang,default,LSH,0.15000000000000002,0.037768155317824195
YinYang,default,Starcode,0.0,0.0
YinYang,default,Starcode,0.01,0.0
YinYang,default,Starcode,0.02,0.0
YinYang,default,Starcode,0.030000000000000002,1.1911001000524084e-05
YinYang,default,Starcode,0.04,0.0008322731758355428
YinYang,default,Starcode,0.05,0.010076706846443375
YinYang,default,Starcode,0.060000000000000005,0.021710440272510016
YinYang,default,Starcode,0.07000000000000002,0.02942017247129449
YinYang,default,Starcode,0.08,0.03678647437193099
YinYang,default,Starcode,0.09,0.04470198675496689
YinYang,default,Starcode,0.1,0.05070921564197986
YinYang,default,Starcode,0.11,0.05827101192528565
YinYang,default,Starcode,0.12000000000000001,0.0647362904378484
YinYang,default,Starcode,0.13,0.07197817904616703
YinYang,default,Starcode,0.14000000000000004,0.08050645576254228
YinYang,default,Starcode,0.15000000000000002,0.08683119729382058
